label,centroid-0,centroid-1,area,axis_major_length,axis_minor_length,aspect_ratio,image_id,image_name,rice_count
1,158.6356783919598,487.14070351758795,398.0,23.509671182063865,21.798313587913963,1.078508715238355,1,1.jpg,
2,179.77470355731225,318.8656126482214,253.0,18.591595195121993,17.470090500972912,1.064195700307713,1,1.jpg,
3,218.26470588235293,300.0561497326203,374.0,27.662537815427378,17.282417897407147,1.600617342992125,1,1.jpg,
4,231.4530612244898,735.0285714285715,245.0,20.261167666076503,15.723115576788171,1.2886229556175113,1,1.jpg,
5,253.07831325301206,477.1355421686747,332.0,27.401798565821494,15.653706195762947,1.7504990973472117,1,1.jpg,
6,261.8450184501845,247.73431734317344,271.0,20.342827545493225,17.021116097450317,1.1951523877180112,1,1.jpg,
7,273.14285714285717,645.72049689441,322.0,22.28055916434041,18.895928173991546,1.1791195944006332,1,1.jpg,
8,275.8797953964194,269.4015345268542,391.0,29.875621169468193,16.744264961951746,1.7842300774238244,1,1.jpg,
9,297.52017937219733,198.64798206278027,446.0,28.95202598256226,19.728811107629568,1.4674997811381485,1,1.jpg,
10,311.352644836272,504.72040302267004,397.0,29.49186581985069,17.51219524474732,1.6840758915531506,1,1.jpg,
11,315.68821292775664,587.8174904942965,263.0,21.28903988251555,15.888999642176659,1.3398603034771754,1,1.jpg,
12,319.32462686567163,257.75373134328356,268.0,20.818142515302817,17.049771764399384,1.2210217710228792,1,1.jpg,
13,333.16486486486485,594.354054054054,370.0,23.115024541308816,20.55634192683744,1.1244716897382834,1,1.jpg,
14,331.8639705882353,434.3860294117647,272.0,21.650843800224,16.86194844313241,1.284006049078037,1,1.jpg,
15,339.99555555555554,415.84,225.0,20.722094347966813,14.07718409366026,1.472034052413872,1,1.jpg,
16,356.03855421686745,359.8289156626506,415.0,30.679370053825924,17.349415694471467,1.7683229564671825,1,1.jpg,
17,356.6254295532646,385.0481099656357,291.0,23.92653368813418,15.499981081767611,1.543649218790247,1,1.jpg,
